Bracket Type=4
Sample Type,File Name,Sample ID,Path,Instrument Method,Process Method,Calibration File,Position,Inj Vol,Level,Sample Wt,Sample Vol,ISTD Amt,Dil Factor,L1 ,L2 ,L3 ,L4 ,L5 ,Comment,Sample Name
Unknown,20210714_DR_UMETAB216_70_yeaV_5_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,B:G2,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_70_yeaV_5_NEG
Unknown,20210714_DR_UMETAB216_57_Ser_30_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,B:E9,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_57_Ser_30_NEG
Unknown,20210714_DR_UMETAB216_76_Ser_5_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,B:G8,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_76_Ser_5_NEG
Unknown,20210714_DR_UMETAB216_2_WT_30_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,B:A2,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_2_WT_30_NEG
Unknown,20210714_DR_UMETAB216_19_yeeE_15_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,B:B7,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_19_yeeE_15_NEG
Unknown,20210714_DR_UMETAB216_8_yeeE_30_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,B:A8,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_8_yeeE_30_NEG
Unknown,20210714_DR_UMETAB216_12_ydhK_30_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,B:A12,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_12_ydhK_30_NEG
Unknown,20210714_DR_UMETAB216_32_yeeE_5_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,B:C8,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_32_yeeE_5_NEG
Unknown,20210714_DR_UMETAB216_16_yadG_15_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,B:B4,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_16_yadG_15_NEG
Unknown,20210714_DR_UMETAB216_Blank6_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,R:A1,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_Blank6_NEG
Unknown,20210714_DR_UMETAB216_QC5_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,B:F11,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_QC5_NEG
Unknown,20210714_DR_UMETAB216_1_WT_30_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,B:A1,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_1_WT_30_NEG
Unknown,20210714_DR_UMETAB216_56_Ser_30_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,B:E8,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_56_Ser_30_NEG
Unknown,20210714_DR_UMETAB216_66_Ser_15_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,B:F8,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_66_Ser_15_NEG
Unknown,20210714_DR_UMETAB216_55_Ser_30_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,B:E7,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_55_Ser_30_NEG
Unknown,20210714_DR_UMETAB216_78_WashGlucose_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,B:G10,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_78_WashGlucose_NEG
Unknown,20210714_DR_UMETAB216_11_ydhK_30_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,B:A11,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_11_ydhK_30_NEG
Unknown,20210714_DR_UMETAB216_25_WT_5_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,B:C1,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_25_WT_5_NEG
Unknown,20210714_DR_UMETAB216_68_WashGlucose_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,B:F10,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_68_WashGlucose_NEG
Unknown,20210714_DR_UMETAB216_49_yeaV_30_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,B:E1,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_49_yeaV_30_NEG
Unknown,20210714_DR_UMETAB216_38_WT_0_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,B:D2,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_38_WT_0_NEG
Unknown,20210714_DR_UMETAB216_18_yadG_15_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,B:B6,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_18_yadG_15_NEG
Unknown,20210714_DR_UMETAB216_71_yeaV_5_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,B:G3,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_71_yeaV_5_NEG
Unknown,20210714_DR_UMETAB216_Blank7_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,R:A1,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_Blank7_NEG
Unknown,20210714_DR_UMETAB216_QC6_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,B:F11,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_QC6_NEG
Unknown,20210714_DR_UMETAB216_84_yfdV_0_NEG,,D:\20210714_DR_UMETAB216_LJM\20210714_DR_UMETAB216_LJM_AcqX_NEG,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_NEG_70-1000Da_MITAuto_MS1_R120k,,,B:H6,1,,0,0,0,1,,,,,,,20210714_DR_UMETAB216_84_yfdV_0_NEG
